"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00166130","CHALMETTE, LA US","2019-06-18","0.05","0.0","0.0","89","74","82"
"USC00166130","CHALMETTE, LA US","2019-06-19","0.00","0.0","0.0","95","82","82"
"USC00166130","CHALMETTE, LA US","2019-06-20","0.00","0.0","0.0","86","82","82"
"USC00166130","CHALMETTE, LA US","2019-06-21","0.00","0.0","0.0","93","82","82"
"USC00166130","CHALMETTE, LA US","2019-06-22","0.00","0.0","0.0","94","80","83"
"USC00166130","CHALMETTE, LA US","2019-06-23","0.00","0.0","0.0","94","79","81"
"USC00166130","CHALMETTE, LA US","2019-06-24","1.79","0.0","0.0","87","76","81"
"USC00166130","CHALMETTE, LA US","2019-06-25","0.01","0.0","0.0","95","76","79"
"USC00166130","CHALMETTE, LA US","2019-06-26","1.04","0.0","0.0","96","76","76"
"USC00166130","CHALMETTE, LA US","2019-06-27","0.00","0.0","0.0","97","76","80"
"USC00166130","CHALMETTE, LA US","2019-06-28","0.36","0.0","0.0","96","73","77"
"USC00166130","CHALMETTE, LA US","2019-06-29","0.00","0.0","0.0","91","72","74"
"USC00166130","CHALMETTE, LA US","2019-06-30","0.00","0.0","0.0","93","73","79"
"USC00166130","CHALMETTE, LA US","2019-07-01","0.01","0.0","0.0","92","75","77"
"USC00166130","CHALMETTE, LA US","2019-07-02","0.01","0.0","0.0","91","75","79"
"USC00166130","CHALMETTE, LA US","2019-07-03","0.00","0.0","0.0","93","75","77"
"USC00166130","CHALMETTE, LA US","2019-07-04","0.36","0.0","0.0","96","75","79"
"USC00166130","CHALMETTE, LA US","2019-07-05","0.00","0.0","0.0","97","76","80"
"USC00166130","CHALMETTE, LA US","2019-07-06","0.00","0.0","0.0","99","80","83"
"USC00166130","CHALMETTE, LA US","2019-07-07","0.00","0.0","0.0","97","80","83"
"USC00166130","CHALMETTE, LA US","2019-07-08","0.00","0.0","0.0","98","77","78"
"USC00166130","CHALMETTE, LA US","2019-07-09","0.00","0.0","0.0","96","78","80"
"USC00166130","CHALMETTE, LA US","2019-07-10","1.52","0.0","0.0","88","74","78"
"USC00166130","CHALMETTE, LA US","2019-07-11","4.45","0.0","0.0","92","77","79"
"USC00166130","CHALMETTE, LA US","2019-07-12","0.05","0.0","0.0","88","78","81"
"USC00166130","CHALMETTE, LA US","2019-07-13","0.51","0.0","0.0","82","74","77"
"USC00166130","CHALMETTE, LA US","2019-07-14","1.09","0.0","0.0","83","77","82"
"USC00166130","CHALMETTE, LA US","2019-07-15","2.09","0.0","0.0","88","82","84"
"USC00166130","CHALMETTE, LA US","2019-07-16","0.00","0.0","0.0","92","81","82"
"USC00166130","CHALMETTE, LA US","2019-07-17","0.00","0.0","0.0","92","78","80"
"USC00166130","CHALMETTE, LA US","2019-07-18","0.00","0.0","0.0","93","78","81"
"USC00166130","CHALMETTE, LA US","2019-07-19","0.00","0.0","0.0","93","77","79"
"USC00166130","CHALMETTE, LA US","2019-07-20","0.02","0.0","0.0","93","72","80"
"USC00166130","CHALMETTE, LA US","2019-07-21","1.46","0.0","0.0","90","75","77"
"USC00166130","CHALMETTE, LA US","2019-07-22","1.79","0.0","0.0","90","73","75"
"USC00166130","CHALMETTE, LA US","2019-07-23","1.68","0.0","0.0","86","75","77"
"USC00166130","CHALMETTE, LA US","2019-07-24","0.78","0.0","0.0","90","73","73"
"USC00166130","CHALMETTE, LA US","2019-07-25","0.05","0.0","0.0","92","73","73"
"USC00166130","CHALMETTE, LA US","2019-07-26","0.10","0.0","0.0","91","72","76"
"USC00166130","CHALMETTE, LA US","2019-07-27","0.00","0.0","0.0","91","76","77"
"USC00166130","CHALMETTE, LA US","2019-07-28","0.42","0.0","0.0","91","74","75"
"USC00166130","CHALMETTE, LA US","2019-07-29","0.00","0.0","0.0","92","73","74"
"USC00166130","CHALMETTE, LA US","2019-07-30","0.00","0.0","0.0","94","74","76"
"USC00166130","CHALMETTE, LA US","2019-07-31","3.20","0.0","0.0","90","74","76"
"USC00166130","CHALMETTE, LA US","2019-08-01","0.02","0.0","0.0","90","74","74"
"USC00166130","CHALMETTE, LA US","2019-08-02","0.00","0.0","0.0","95","74","77"
"USC00166130","CHALMETTE, LA US","2019-08-03","0.00","0.0","0.0","94","76","76"
"USC00166130","CHALMETTE, LA US","2019-08-04","2.82","0.0","0.0","92","76","76"
"USC00166130","CHALMETTE, LA US","2019-08-05","1.02","0.0","0.0","94","76","79"
"USC00166130","CHALMETTE, LA US","2019-08-06","0.29","0.0","0.0","92","74","78"
"USC00166130","CHALMETTE, LA US","2019-08-07","0.00","0.0","0.0","94","78","80"
"USC00166130","CHALMETTE, LA US","2019-08-08","0.27","0.0","0.0","93","80","81"
"USC00166130","CHALMETTE, LA US","2019-08-09","0.87","0.0","0.0","94","81","81"
"USC00166130","CHALMETTE, LA US","2019-08-10","0.00","0.0","0.0","95","81","81"
"USC00166130","CHALMETTE, LA US","2019-08-11","0.00","0.0","0.0","94","81","82"
"USC00166130","CHALMETTE, LA US","2019-08-12","0.00","0.0","0.0","98","79","82"
"USC00166130","CHALMETTE, LA US","2019-08-13","0.00","0.0","0.0","96","82","84"
"USC00166130","CHALMETTE, LA US","2019-08-14","2.04","0.0","0.0","97","79","84"
"USC00166130","CHALMETTE, LA US","2019-08-15","0.00","0.0","0.0","94","77","77"
"USC00166130","CHALMETTE, LA US","2019-08-16","0.53","0.0","0.0","96","77","79"
"USC00166130","CHALMETTE, LA US","2019-08-17","0.02","0.0","0.0","97","77","77"
"USC00166130","CHALMETTE, LA US","2019-08-18","0.00","0.0","0.0","94","77","79"
"USC00166130","CHALMETTE, LA US","2019-08-19","0.88","0.0","0.0","91","79","80"
"USC00166130","CHALMETTE, LA US","2019-08-20","0.43","0.0","0.0","85","75","75"
"USC00166130","CHALMETTE, LA US","2019-08-21","0.01","0.0","0.0","92","75","78"
"USC00166130","CHALMETTE, LA US","2019-08-22","0.12","0.0","0.0","92","76","76"
"USC00166130","CHALMETTE, LA US","2019-08-23","0.09","0.0","0.0","92","76","77"
"USC00166130","CHALMETTE, LA US","2019-08-24","0.00","0.0","0.0","90","77","78"
"USC00166130","CHALMETTE, LA US","2019-08-25","0.21","0.0","0.0","93","76","77"
"USC00166130","CHALMETTE, LA US","2019-08-26","0.43","0.0","0.0","89","76","78"
"USC00166130","CHALMETTE, LA US","2019-08-27","6.40","0.0","0.0","93","75","78"
"USC00166130","CHALMETTE, LA US","2019-08-28","0.00","0.0","0.0","92","78","80"
"USC00166130","CHALMETTE, LA US","2019-08-29","0.00","0.0","0.0","94","77","77"
"USC00166130","CHALMETTE, LA US","2019-08-30","0.00","0.0","0.0","97","76","76"
"USC00166130","CHALMETTE, LA US","2019-08-31","0.00","0.0","0.0","99","76","82"
"USC00166130","CHALMETTE, LA US","2019-09-01","0.00","0.0","0.0","93","79","79"
"USC00166130","CHALMETTE, LA US","2019-09-02","0.00","0.0","0.0","91","78","78"
"USC00166130","CHALMETTE, LA US","2019-09-03","0.00","0.0","0.0","94","78","78"
"USC00166130","CHALMETTE, LA US","2019-09-04","0.00","0.0","0.0","95","78","79"
"USC00166130","CHALMETTE, LA US","2019-09-05","0.00","0.0","0.0","98","76","77"
"USC00166130","CHALMETTE, LA US","2019-09-06","0.00","0.0","0.0","97","76","80"
"USC00166130","CHALMETTE, LA US","2019-09-07","0.00","0.0","0.0","96","80","80"
"USC00166130","CHALMETTE, LA US","2019-09-08","0.00","0.0","0.0","96","76","82"
"USC00166130","CHALMETTE, LA US","2019-09-09","0.00","0.0","0.0","96","82","82"
"USC00166130","CHALMETTE, LA US","2019-09-10","0.00","0.0","0.0","98","82","82"
"USC00166130","CHALMETTE, LA US","2019-09-11","0.00","0.0","0.0","98","78","78"
"USC00166130","CHALMETTE, LA US","2019-09-12","0.00","0.0","0.0","94","77","77"
"USC00166130","CHALMETTE, LA US","2019-09-13","0.00","0.0","0.0","97","75","75"
"USC00166130","CHALMETTE, LA US","2019-09-14","0.00","0.0","0.0","96","75","77"
"USC00166130","CHALMETTE, LA US","2019-09-15","0.00","0.0","0.0","93","77","77"
"USC00166130","CHALMETTE, LA US","2019-09-16","0.00","0.0","0.0","92","76","80"
"USC00166130","CHALMETTE, LA US","2019-09-17","0.00","0.0","0.0","90","80","80"
"USC00166130","CHALMETTE, LA US","2019-09-18","0.00","0.0","0.0","96","76","76"
"USC00166130","CHALMETTE, LA US","2019-09-19","0.00","0.0","0.0","95","75","75"
"USC00166130","CHALMETTE, LA US","2019-09-20","0.00","0.0","0.0","93","75","77"
"USC00166130","CHALMETTE, LA US","2019-09-21","0.00","0.0","0.0","93","77","77"
"USC00166130","CHALMETTE, LA US","2019-09-22","0.00","0.0","0.0","90","75","75"
"USC00166130","CHALMETTE, LA US","2019-09-23","0.00","0.0","0.0","93","73","76"
"USC00166130","CHALMETTE, LA US","2019-09-24","0.00","0.0","0.0","90","76","77"
"USC00166130","CHALMETTE, LA US","2019-09-25","0.00","0.0","0.0","93","77","77"
"USC00166130","CHALMETTE, LA US","2019-09-26","0.00","0.0","0.0","93","75","75"
"USC00166130","CHALMETTE, LA US","2019-09-27","0.00","0.0","0.0","94","73","74"
"USC00166130","CHALMETTE, LA US","2019-09-28","0.00","0.0","0.0","95","74","78"
"USC00166130","CHALMETTE, LA US","2019-09-29","0.00","0.0","0.0","94","78","78"
"USC00166130","CHALMETTE, LA US","2019-09-30","0.00","0.0","0.0","91","77","77"
"USC00166130","CHALMETTE, LA US","2019-10-01","0.00","0.0","0.0","93","77","77"
"USC00166130","CHALMETTE, LA US","2019-10-02","0.00","0.0","0.0","93","76","77"
"USC00166130","CHALMETTE, LA US","2019-10-03","0.00","0.0","0.0","94","76","77"
"USC00166130","CHALMETTE, LA US","2019-10-04","0.00","0.0","0.0","94","75","77"
"USC00166130","CHALMETTE, LA US","2019-10-05","0.00","0.0","0.0","95","74","75"
"USC00166130","CHALMETTE, LA US","2019-10-06","0.00","0.0","0.0","94","75","75"
"USC00166130","CHALMETTE, LA US","2019-10-07","0.00","0.0","0.0","95","74","75"
"USC00166130","CHALMETTE, LA US","2019-10-08","0.00","0.0","0.0","90","71","71"
"USC00166130","CHALMETTE, LA US","2019-10-09","0.00","0.0","0.0","84","70","71"
"USC00166130","CHALMETTE, LA US","2019-10-10","0.00","0.0","0.0","89","71","75"
"USC00166130","CHALMETTE, LA US","2019-10-11","0.09","0.0","0.0","90","75","77"
"USC00166130","CHALMETTE, LA US","2019-10-12","0.02","0.0","0.0","89","67","67"
"USC00166130","CHALMETTE, LA US","2019-10-13","0.00","0.0","0.0","75","66","66"
"USC00166130","CHALMETTE, LA US","2019-10-14","0.00","0.0","0.0","81","66","71"
"USC00166130","CHALMETTE, LA US","2019-10-15","0.01","0.0","0.0","85","71","74"
"USC00166130","CHALMETTE, LA US","2019-10-16","0.00","0.0","0.0","90","74","74"
"USC00166130","CHALMETTE, LA US","2019-10-17","0.22","0.0","0.0","79","59","59"
"USC00166130","CHALMETTE, LA US","2019-10-18","0.04","0.0","0.0","68","59","63"
"USC00166130","CHALMETTE, LA US","2019-10-19","0.00","0.0","0.0","68","61","63"
"USC00166130","CHALMETTE, LA US","2019-10-20","0.00","0.0","0.0","79","63","65"
"USC00166130","CHALMETTE, LA US","2019-10-21","0.00","0.0","0.0","89","65","74"
"USC00166130","CHALMETTE, LA US","2019-10-22","1.07","0.0","0.0","78","71","71"
"USC00166130","CHALMETTE, LA US","2019-10-23","0.00","0.0","0.0","75","55","55"
"USC00166130","CHALMETTE, LA US","2019-10-24","0.00","0.0","0.0","72","55","59"
"USC00166130","CHALMETTE, LA US","2019-10-25","0.22","0.0","0.0","72","59","67"
"USC00166130","CHALMETTE, LA US","2019-10-26","3.75","0.0","0.0","75","67","74"
"USC00166130","CHALMETTE, LA US","2019-10-27","0.49","0.0","0.0","76","54","54"
"USC00166130","CHALMETTE, LA US","2019-10-28","0.83","0.0","0.0","70","52","57"
"USC00166130","CHALMETTE, LA US","2019-10-29","1.16","0.0","0.0","76","57","67"
"USC00166130","CHALMETTE, LA US","2019-10-30","1.73","0.0","0.0","73","67","73"
"USC00166130","CHALMETTE, LA US","2019-10-31","0.00","0.0","0.0","80","66","66"
"USC00166130","CHALMETTE, LA US","2019-11-01","0.00","0.0","0.0","66","40","42"
"USC00166130","CHALMETTE, LA US","2019-11-02","0.00","0.0","0.0","62","42","46"
"USC00166130","CHALMETTE, LA US","2019-11-03","0.00","0.0","0.0","62","46","48"
"USC00166130","CHALMETTE, LA US","2019-11-04","0.00","0.0","0.0","62","48","49"
"USC00166130","CHALMETTE, LA US","2019-11-05","0.00","0.0","0.0","74","49","55"
"USC00166130","CHALMETTE, LA US","2019-11-06","0.00","0.0","0.0","76","55","57"
"USC00166130","CHALMETTE, LA US","2019-11-07","0.96","0.0","0.0","72","57","67"
"USC00166130","CHALMETTE, LA US","2019-11-08","0.00","0.0","0.0","82","58","58"
"USC00166130","CHALMETTE, LA US","2019-11-09","0.00","0.0","0.0","58","43","43"
"USC00166130","CHALMETTE, LA US","2019-11-10","0.00","0.0","0.0","67","43","47"
"USC00166130","CHALMETTE, LA US","2019-11-11","0.00","0.0","0.0","72","47","61"
"USC00166130","CHALMETTE, LA US","2019-11-12","0.00","0.0","0.0","81","42","42"
"USC00166130","CHALMETTE, LA US","2019-11-13","0.00","0.0","0.0","49","28","31"
"USC00166130","CHALMETTE, LA US","2019-11-14","0.00","0.0","0.0","48","31","48"
"USC00166130","CHALMETTE, LA US","2019-11-15","0.12","0.0","0.0","54","44","46"
"USC00166130","CHALMETTE, LA US","2019-11-16","0.00","0.0","0.0","61","40","42"
"USC00166130","CHALMETTE, LA US","2019-11-17","0.00","0.0","0.0","63","37","39"
"USC00166130","CHALMETTE, LA US","2019-11-18","0.00","0.0","0.0","70","39","42"
"USC00166130","CHALMETTE, LA US","2019-11-19","0.00","0.0","0.0","72","42","44"
"USC00166130","CHALMETTE, LA US","2019-11-20","0.00","0.0","0.0","78","44","46"
"USC00166130","CHALMETTE, LA US","2019-11-21","0.00","0.0","0.0","70","46","56"
"USC00166130","CHALMETTE, LA US","2019-11-22","0.00","0.0","0.0","81","56","66"
"USC00166130","CHALMETTE, LA US","2019-11-23","0.00","0.0","0.0","82","66","70"
"USC00166130","CHALMETTE, LA US","2019-11-24","0.72","0.0","0.0","71","45","45"
"USC00166130","CHALMETTE, LA US","2019-11-25","0.00","0.0","0.0","64","40","40"
"USC00166130","CHALMETTE, LA US","2019-11-26","0.00","0.0","0.0","73","40","64"
"USC00166130","CHALMETTE, LA US","2019-11-27","0.00","0.0","0.0","79","64","71"
"USC00166130","CHALMETTE, LA US","2019-11-28","0.18","0.0","0.0","76","58","58"
"USC00166130","CHALMETTE, LA US","2019-11-29","0.00","0.0","0.0","70","55","55"
"USC00166130","CHALMETTE, LA US","2019-11-30","0.00","0.0","0.0","78","55","58"
"USC00166130","CHALMETTE, LA US","2019-12-01","0.00","0.0","0.0","81","58","64"
"USC00166130","CHALMETTE, LA US","2019-12-02","0.00","0.0","0.0","74","47","47"
"USC00166130","CHALMETTE, LA US","2019-12-03","0.00","0.0","0.0","56","38","38"
"USC00166130","CHALMETTE, LA US","2019-12-04","0.00","0.0","0.0","62","38","44"
"USC00166130","CHALMETTE, LA US","2019-12-05","0.00","0.0","0.0","71","42","42"
"USC00166130","CHALMETTE, LA US","2019-12-06","0.00","0.0","0.0","69","42","61"
"USC00166130","CHALMETTE, LA US","2019-12-07","0.05","0.0","0.0","83","60","60"
"USC00166130","CHALMETTE, LA US","2019-12-08","0.00","0.0","0.0","64","57","57"
"USC00166130","CHALMETTE, LA US","2019-12-09","0.00","0.0","0.0","78","57","61"
"USC00166130","CHALMETTE, LA US","2019-12-10","0.01","0.0","0.0","78","61","69"
"USC00166130","CHALMETTE, LA US","2019-12-11","0.46","0.0","0.0","82","45","45"
"USC00166130","CHALMETTE, LA US","2019-12-12","0.00","0.0","0.0","57","44","44"
"USC00166130","CHALMETTE, LA US","2019-12-13","0.00","0.0","0.0","54","44","52"
"USC00166130","CHALMETTE, LA US","2019-12-14","0.01","0.0","0.0","59","52","52"
"USC00166130","CHALMETTE, LA US","2019-12-15","0.00","0.0","0.0","71","52","55"
"USC00166130","CHALMETTE, LA US","2019-12-16","0.02","0.0","0.0","79","55","66"
"USC00166130","CHALMETTE, LA US","2019-12-17","1.57","0.0","0.0","80","46","46"
"USC00166130","CHALMETTE, LA US","2019-12-18","0.00","0.0","0.0","46","36","36"
"USC00166130","CHALMETTE, LA US","2019-12-19","0.00","0.0","0.0","54","36","36"
"USC00166130","CHALMETTE, LA US","2019-12-20","0.00","0.0","0.0","57","35","35"
"USC00166130","CHALMETTE, LA US","2019-12-21","0.93","0.0","0.0","62","35","51"
"USC00166130","CHALMETTE, LA US","2019-12-22","0.67","0.0","0.0","52","51","52"
"USC00166130","CHALMETTE, LA US","2019-12-23","0.00","0.0","0.0","56","52","53"
"USC00166130","CHALMETTE, LA US","2019-12-24","0.00","0.0","0.0","59","53","53"
"USC00166130","CHALMETTE, LA US","2019-12-25","0.00","0.0","0.0","69","53","55"
"USC00166130","CHALMETTE, LA US","2019-12-26","0.00","0.0","0.0","69","55","60"
"USC00166130","CHALMETTE, LA US","2019-12-27","0.05","0.0","0.0","66","60","61"
"USC00166130","CHALMETTE, LA US","2019-12-28","0.18","0.0","0.0","67","61","64"
"USC00166130","CHALMETTE, LA US","2019-12-29","0.07","0.0","0.0","79","64","67"
"USC00166130","CHALMETTE, LA US","2019-12-30","0.00","0.0","0.0","79","53","53"
"USC00166130","CHALMETTE, LA US","2019-12-31","0.00","0.0","0.0","63","48","48"
"USC00166130","CHALMETTE, LA US","2020-01-01","0.00","0.0","0.0","64","45","51"
"USC00166130","CHALMETTE, LA US","2020-01-02","0.34","0.0","0.0","68","51","68"
"USC00166130","CHALMETTE, LA US","2020-01-03","0.80","0.0","0.0","78","60","60"
"USC00166130","CHALMETTE, LA US","2020-01-04","1.11","0.0","0.0","62","58","58"
"USC00166130","CHALMETTE, LA US","2020-01-05","0.00","0.0","0.0","65","38","38"
"USC00166130","CHALMETTE, LA US","2020-01-06","0.00","0.0","0.0","69","38","46"
"USC00166130","CHALMETTE, LA US","2020-01-07","0.00","0.0","0.0","74","46","60"
"USC00166130","CHALMETTE, LA US","2020-01-08","0.00","0.0","0.0","65","38","43"
"USC00166130","CHALMETTE, LA US","2020-01-09","0.00","0.0","0.0","66","43","59"
"USC00166130","CHALMETTE, LA US","2020-01-10","0.00","0.0","0.0","70","59","68"
"USC00166130","CHALMETTE, LA US","2020-01-11","0.02","0.0","0.0","77","68","73"
"USC00166130","CHALMETTE, LA US","2020-01-12","1.25","0.0","0.0","73","51","51"
"USC00166130","CHALMETTE, LA US","2020-01-13","0.00","0.0","0.0","62","51","62"
"USC00166130","CHALMETTE, LA US","2020-01-14","0.10","0.0","0.0","70","62","69"
"USC00166130","CHALMETTE, LA US","2020-01-15","0.00","0.0","0.0","82","67","68"
"USC00166130","CHALMETTE, LA US","2020-01-16","0.00","0.0","0.0","83","64","64"
"USC00166130","CHALMETTE, LA US","2020-01-17","0.01","0.0","0.0","79","61","61"
"USC00166130","CHALMETTE, LA US","2020-01-18","0.00","0.0","0.0","70","61","68"
"USC00166130","CHALMETTE, LA US","2020-01-19","0.00","0.0","0.0","82","57","57"
"USC00166130","CHALMETTE, LA US","2020-01-20","0.00","0.0","0.0","57","42","42"
"USC00166130","CHALMETTE, LA US","2020-01-21","0.00","0.0","0.0","52","35","35"
"USC00166130","CHALMETTE, LA US","2020-01-22","0.00","0.0","0.0","52","35","38"
"USC00166130","CHALMETTE, LA US","2020-01-23","0.00","0.0","0.0","54","38","50"
"USC00166130","CHALMETTE, LA US","2020-01-24","0.61","0.0","0.0","64","50","52"
"USC00166130","CHALMETTE, LA US","2020-01-25","0.00","0.0","0.0","68","39","39"
"USC00166130","CHALMETTE, LA US","2020-01-26","0.12","0.0","0.0","67","39","52"
"USC00166130","CHALMETTE, LA US","2020-01-27","0.66","0.0","0.0","55","52","54"
"USC00166130","CHALMETTE, LA US","2020-01-28","0.00","0.0","0.0","57","47","47"
"USC00166130","CHALMETTE, LA US","2020-01-29","0.22","0.0","0.0","65","42","59"
"USC00166130","CHALMETTE, LA US","2020-01-30","0.00","0.0","0.0","68","48","49"
"USC00166130","CHALMETTE, LA US","2020-01-31","0.00","0.0","0.0","59","49","52"
"USC00166130","CHALMETTE, LA US","2020-02-01","0.11","0.0","0.0","63","46","49"
"USC00166130","CHALMETTE, LA US","2020-02-02","0.00","0.0","0.0","62","40","40"
"USC00166130","CHALMETTE, LA US","2020-02-03","0.00","0.0","0.0","75","40","52"
"USC00166130","CHALMETTE, LA US","2020-02-04","0.00","0.0","0.0","75","52","61"
"USC00166130","CHALMETTE, LA US","2020-02-05","0.06","0.0","0.0","76","61","66"
"USC00166130","CHALMETTE, LA US","2020-02-06","2.21","0.0","0.0","72","51","51"
"USC00166130","CHALMETTE, LA US","2020-02-07","0.52","0.0","0.0","53","36","36"
"USC00166130","CHALMETTE, LA US","2020-02-08","0.00","0.0","0.0","63","36","50"
"USC00166130","CHALMETTE, LA US","2020-02-09","0.00","0.0","0.0","75","50","56"
"USC00166130","CHALMETTE, LA US","2020-02-10","0.00","0.0","0.0","72","56","65"
"USC00166130","CHALMETTE, LA US","2020-02-11","0.00","0.0","0.0","80","65","70"
"USC00166130","CHALMETTE, LA US","2020-02-12","0.00","0.0","0.0","82","69","69"
"USC00166130","CHALMETTE, LA US","2020-02-13","0.19","0.0","0.0","81","59","59"
"USC00166130","CHALMETTE, LA US","2020-02-14","0.00","0.0","0.0","59","44","46"
"USC00166130","CHALMETTE, LA US","2020-02-15","0.00","0.0","0.0","61","46","48"
"USC00166130","CHALMETTE, LA US","2020-02-16","0.15","0.0","0.0","66","48","59"
"USC00166130","CHALMETTE, LA US","2020-02-17","1.25","0.0","0.0","59","56","56"
"USC00166130","CHALMETTE, LA US","2020-02-18","0.00","0.0","0.0","67","56","67"
"USC00166130","CHALMETTE, LA US","2020-02-19","0.01","0.0","0.0","83","67","67"
"USC00166130","CHALMETTE, LA US","2020-02-20","0.02","0.0","0.0","76","59","61"
"USC00166130","CHALMETTE, LA US","2020-02-21","1.24","0.0","0.0","66","42","42"
"USC00166130","CHALMETTE, LA US","2020-02-22","0.00","0.0","0.0","56","41","45"
"USC00166130","CHALMETTE, LA US","2020-02-23","0.00","0.0","0.0","59","45","57"
"USC00166130","CHALMETTE, LA US","2020-02-24","0.00","0.0","0.0","75","57","60"
"USC00166130","CHALMETTE, LA US","2020-02-25","0.03","0.0","0.0","75","60","62"
"USC00166130","CHALMETTE, LA US","2020-02-26","0.00","0.0","0.0","67","55","55"
"USC00166130","CHALMETTE, LA US","2020-02-27","0.00","0.0","0.0","63","43","43"
"USC00166130","CHALMETTE, LA US","2020-02-28","0.00","0.0","0.0","57","38","42"
"USC00166130","CHALMETTE, LA US","2020-02-29","0.00","0.0","0.0","70","42","42"
"USC00166130","CHALMETTE, LA US","2020-03-01","0.00","0.0","0.0","80","42","52"
"USC00166130","CHALMETTE, LA US","2020-03-02","0.02","0.0","0.0","64","52","62"
"USC00166130","CHALMETTE, LA US","2020-03-03","0.00","0.0","0.0","81","62","65"
"USC00166130","CHALMETTE, LA US","2020-03-04","0.00","0.0","0.0","83","65","72"
"USC00166130","CHALMETTE, LA US","2020-03-05","0.30","0.0","0.0","82","57","57"
"USC00166130","CHALMETTE, LA US","2020-03-06","0.00","0.0","0.0","70","51","55"
"USC00166130","CHALMETTE, LA US","2020-03-07","0.00","0.0","0.0","72","47","49"
"USC00166130","CHALMETTE, LA US","2020-03-08","0.00","0.0","0.0","68","45","45"
"USC00166130","CHALMETTE, LA US","2020-03-09","0.00","0.0","0.0","74","45","62"
"USC00166130","CHALMETTE, LA US","2020-03-10","0.02","0.0","0.0","80","60","63"
"USC00166130","CHALMETTE, LA US","2020-03-11","0.19","0.0","0.0","79","63","64"
"USC00166130","CHALMETTE, LA US","2020-03-12","0.00","0.0","0.0","83","59","64"
"USC00166130","CHALMETTE, LA US","2020-03-13","0.00","0.0","0.0","82","59","63"
"USC00166130","CHALMETTE, LA US","2020-03-14","0.00","0.0","0.0","82","63","67"
"USC00166130","CHALMETTE, LA US","2020-03-15","0.00","0.0","0.0","83","65","65"
"USC00166130","CHALMETTE, LA US","2020-03-16","0.00","0.0","0.0","82","63","63"
"USC00166130","CHALMETTE, LA US","2020-03-17","0.00","0.0","0.0","83","63","67"
"USC00166130","CHALMETTE, LA US","2020-03-18","0.00","0.0","0.0","82","67","68"
"USC00166130","CHALMETTE, LA US","2020-03-19","0.00","0.0","0.0","83","67","71"
"USC00166130","CHALMETTE, LA US","2020-03-20","0.00","0.0","0.0","85","70","70"
"USC00166130","CHALMETTE, LA US","2020-03-21","0.00","0.0","0.0","86","67","67"
"USC00166130","CHALMETTE, LA US","2020-03-22","0.00","0.0","0.0","79","63","63"
"USC00166130","CHALMETTE, LA US","2020-03-23","0.00","0.0","0.0","80","62","67"
"USC00166130","CHALMETTE, LA US","2020-03-24","0.00","0.0","0.0","89","67","67"
"USC00166130","CHALMETTE, LA US","2020-03-25","0.00","0.0","0.0","89","67","71"
"USC00166130","CHALMETTE, LA US","2020-03-26","0.00","0.0","0.0","87","71","71"
"USC00166130","CHALMETTE, LA US","2020-03-27","0.00","0.0","0.0","89","70","73"
"USC00166130","CHALMETTE, LA US","2020-03-28","0.01","0.0","0.0","88","73","74"
"USC00166130","CHALMETTE, LA US","2020-03-29","0.00","0.0","0.0","89","74","74"
"USC00166130","CHALMETTE, LA US","2020-03-30","0.00","0.0","0.0","86","71","71"
"USC00166130","CHALMETTE, LA US","2020-03-31","0.00","0.0","0.0","81","71","76"
"USC00166130","CHALMETTE, LA US","2020-04-01","0.00","0.0","0.0","84","54","54"
"USC00166130","CHALMETTE, LA US","2020-04-02","0.00","0.0","0.0","78","53","53"
"USC00166130","CHALMETTE, LA US","2020-04-03","0.00","0.0","0.0","79","53","60"
"USC00166130","CHALMETTE, LA US","2020-04-04","0.00","0.0","0.0","80","60","63"
"USC00166130","CHALMETTE, LA US","2020-04-05","0.09","0.0","0.0","83","62","62"
"USC00166130","CHALMETTE, LA US","2020-04-06","0.00","0.0","0.0","80","61","62"
"USC00166130","CHALMETTE, LA US","2020-04-07","0.00","0.0","0.0","83","62","70"
"USC00166130","CHALMETTE, LA US","2020-04-08","0.00","0.0","0.0","85","70","74"
"USC00166130","CHALMETTE, LA US","2020-04-09","0.00","0.0","0.0","86","73","74"
"USC00166130","CHALMETTE, LA US","2020-04-10","0.26","0.0","0.0","89","65","65"
"USC00166130","CHALMETTE, LA US","2020-04-11","0.01","0.0","0.0","75","60","60"
"USC00166130","CHALMETTE, LA US","2020-04-12","0.00","0.0","0.0","77","60","74"
"USC00166130","CHALMETTE, LA US","2020-04-13","0.00","0.0","0.0","87","65","65"
"USC00166130","CHALMETTE, LA US","2020-04-14","0.00","0.0","0.0","80","56","57"
"USC00166130","CHALMETTE, LA US","2020-04-15","0.00","0.0","0.0","74","54","54"
"USC00166130","CHALMETTE, LA US","2020-04-16","0.00","0.0","0.0","71","54","54"
"USC00166130","CHALMETTE, LA US","2020-04-17","0.00","0.0","0.0","73","54","63"
"USC00166130","CHALMETTE, LA US","2020-04-18","0.90","0.0","0.0","84","63","72"
"USC00166130","CHALMETTE, LA US","2020-04-19","2.41","0.0","0.0","77","68","75"
"USC00166130","CHALMETTE, LA US","2020-04-20","0.87","0.0","0.0","85","64","64"
"USC00166130","CHALMETTE, LA US","2020-04-21","0.00","0.0","0.0","80","58","60"
"USC00166130","CHALMETTE, LA US","2020-04-22","0.00","0.0","0.0","84","60","68"
